City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,pleiku,13.9833,108.0,25.19,60,77,1.53,VN,1713365819
366,serro,-18.6047,-43.3794,26.51,56,16,1.27,BR,1713365820
367,lompoc,34.6391,-120.4579,17.14,100,100,3.6,US,1713365821
368,i-n-salah,27.1935,2.4607,32.69,11,0,2.63,DZ,1713365821
369,eau claire,44.8114,-91.4985,11.21,96,100,3.13,US,1713365823
370,wakkanai,45.4094,141.6739,3.25,94,75,6.02,JP,1713365824
371,kalemie,-5.9475,29.1947,25.79,77,77,3.65,CD,1713365824
372,yarmouth,41.7057,-70.2286,12.86,63,0,4.63,US,1713365801
373,nadym,65.5333,72.5167,1.09,99,100,2.97,RU,1713365826
374,vieux-habitants,16.0589,-61.7659,29.84,72,3,4.02,GP,1713365827
375,yamba,-5.9,22.3,30.95,57,100,1.52,CD,1713365828
376,praia da vitoria,38.7333,-27.0667,17.64,100,75,5.58,PT,1713365828
377,crane,31.3974,-102.3501,23.88,10,100,1.32,US,1713365829
378,tolanaro,-25.0319,46.9987,22.04,88,75,3.09,MG,1713365830
379,ancud,-41.8697,-73.8203,12.59,75,35,1.93,CL,1713365830
380,lucheng,31.2336,117.2806,14.02,95,90,1.6,CN,1713365831
381,klichaw,53.4928,29.3352,8.89,55,93,3.96,BY,1713365832
382,dwarka,22.2394,68.9678,28.41,63,6,5.16,IN,1713365833
383,mount pearl,47.5166,-52.7813,10.25,95,100,1.34,CA,1713365833
384,boa vista,2.8197,-60.6733,27.99,78,75,4.63,BR,1713365834
385,cestos city,5.46,-9.5828,31.05,63,100,2.59,LR,1713365835
386,verdal,63.7933,11.4817,5.02,56,100,3.49,NO,1713365835
387,gillette,44.2911,-105.5022,0.57,90,100,5.66,US,1713365836
388,mar del plata,-38.0023,-57.5575,19.97,60,0,9.26,AR,1713365659
389,ilheus,-14.7889,-39.0494,27.9,78,75,4.12,BR,1713365718
390,valenza,45.0141,8.6414,20.2,29,0,1.82,IT,1713365838
391,tonsberg,59.2675,10.4076,7.68,71,75,7.72,NO,1713365839
392,loanda,-8.8368,13.2343,31.0,80,20,5.14,AO,1713365696
393,zaozersk,69.4005,32.4476,-4.47,83,98,3.05,RU,1713365841
394,yemetsk,63.4721,41.7941,-2.77,91,100,3.27,RU,1713365842
395,amga,60.8953,131.9608,0.44,99,100,1.93,RU,1713365843
396,isla del bosque,22.7333,-105.85,23.88,61,100,1.44,MX,1713365844
397,oeiras do para,-2.0031,-49.8544,30.63,74,51,1.17,BR,1713365844
398,mwinilunga,-11.7358,24.4293,22.35,77,98,1.4,ZM,1713365845
399,castillos,-34.1667,-53.8333,20.28,57,1,6.15,UY,1713365846
400,happy valley-goose bay,53.3168,-60.3315,4.63,68,78,4.12,CA,1713365614
401,hilo,19.7297,-155.09,20.62,97,100,2.57,US,1713365847
402,torghay,49.6339,63.4981,17.78,64,56,2.31,KZ,1713365849
403,ust'-talovka,50.5493,81.85,13.72,46,100,1.3,KZ,1713365849
404,arraial do cabo,-22.9661,-42.0278,28.98,58,0,7.72,BR,1713365850
405,itajobi,-21.3181,-49.0544,29.22,59,50,2.9,BR,1713365851
406,tralee,52.2704,-9.7026,10.14,100,100,3.6,IE,1713365851
407,znamenskoye,57.1281,73.8282,6.68,80,87,4.23,RU,1713365852
408,sitka,57.0531,-135.33,0.94,80,0,0.0,US,1713365853
409,mamuju,-2.6748,118.8885,25.84,88,100,1.71,ID,1713365854
410,santiago de cao,-7.9589,-79.2392,17.07,100,100,2.06,PE,1713365854
411,puerto aysen,-45.4,-72.7,10.51,93,99,1.23,CL,1713365856
412,saint-francois,46.4154,3.9054,9.67,73,75,5.66,FR,1713365857
413,flin flon,54.7682,-101.865,-0.12,97,100,6.28,CA,1713365858
414,mata-utu,-13.2816,-176.1745,29.29,75,76,5.6,WF,1713365859
415,bayji,34.9311,43.487,31.49,17,0,4.09,IQ,1713365860
416,as sulayyil,20.4607,45.5779,31.14,20,0,3.91,SA,1713365861
417,juan griego,11.0817,-63.9655,30.74,61,80,6.1,VE,1713365861
418,harstad,68.799,16.5293,2.66,69,7,1.34,NO,1713365863
419,dryden,49.7833,-92.7503,3.11,88,100,3.46,CA,1713365864
420,franklin,39.9667,-83.0166,18.95,93,100,5.66,US,1713365864
421,charlottetown,46.2352,-63.1267,4.32,89,98,4.92,CA,1713365865
422,qulsary,46.9531,54.0198,24.15,29,0,3.87,KZ,1713365866
423,al qadarif,14.0349,35.3834,38.95,6,72,4.43,SD,1713365867
424,neryungri,56.6709,124.6491,-2.12,93,100,4.61,RU,1713365867
425,babana,10.4295,3.815,42.16,7,100,1.88,NG,1713365868
426,vernon,50.2581,-119.2691,6.24,67,57,2.24,CA,1713365801
427,san borja,-14.8167,-66.85,19.23,97,100,2.65,BO,1713365870
428,bernardo de irigoyen,-26.2552,-53.6458,19.38,55,47,3.06,AR,1713365693
429,pacific grove,36.6177,-121.9166,17.88,93,75,0.45,US,1713365871
430,mahajanga,-15.7167,46.3167,32.01,55,40,4.63,MG,1713365872
431,kilindoni,-7.9139,39.6668,24.45,89,100,9.87,TZ,1713365873
432,tuyen quang,21.8233,105.2181,25.47,92,3,0.34,VN,1713365873
433,hithadhoo,-0.6,73.0833,28.24,77,100,2.36,MV,1713365874
434,rumoi,43.9344,141.6428,10.97,96,100,0.6,JP,1713365875
435,dadeldhura,29.2984,80.5806,20.08,27,35,1.75,NP,1713365875
436,charters towers,-20.1,146.2667,20.83,91,65,4.47,AU,1713365876
437,sarmiento,-45.5882,-69.07,12.79,48,0,4.06,AR,1713365877
438,siracusa,37.0881,15.2792,23.22,42,1,2.79,IT,1713365816
439,new norfolk,-42.7826,147.0587,10.72,92,68,1.45,AU,1713365878
440,cocal,-28.6167,-49.35,29.07,63,0,2.46,BR,1713365879
441,toliara,-23.35,43.6667,27.19,74,93,2.66,MG,1713365685
442,arteche,12.2645,125.4048,25.27,84,100,1.91,PH,1713365881
443,resen,41.0889,21.0122,10.8,88,80,3.77,MK,1713365881
444,horta,38.5333,-28.6333,17.8,92,40,6.26,PT,1713365882
445,mahina,-17.5065,-149.489,24.87,88,100,4.63,PF,1713365883
446,usogorsk,63.4106,48.6872,-1.85,93,99,2.17,RU,1713365883
447,g'uzor,38.6214,66.2522,21.02,61,82,3.29,UZ,1713365884
448,altay,47.8667,88.1167,9.33,53,100,2.32,CN,1713365885
449,tevriz,57.509,72.4042,4.89,89,53,2.43,RU,1713365886
450,novyy urgal,51.0736,132.5642,8.88,83,87,1.23,RU,1713365887
451,puerto lempira,15.2667,-83.7667,29.08,70,40,2.57,HN,1713365888
452,gao,16.6362,1.637,37.65,5,0,3.62,ML,1713365889
453,waddan,29.1614,16.139,27.33,21,0,6.61,LY,1713365889
454,tidjikja,18.5564,-11.4271,36.29,5,0,3.71,MR,1713365890
455,prince rupert,54.3161,-130.3201,5.5,64,0,1.46,CA,1713365891
456,fort st. john,56.2499,-120.8529,0.18,49,90,0.58,CA,1713365743
457,vrangel',42.7297,133.0839,5.98,90,48,2.46,RU,1713365893
458,pundong,-7.9522,110.3486,26.56,85,100,4.53,ID,1713365894
459,north platte,41.1239,-100.7654,11.88,62,51,2.68,US,1713365895
460,al ghayzah,16.2079,52.176,29.17,70,68,5.47,YE,1713365895
461,tambovka,50.0969,128.0489,13.88,34,100,3.58,RU,1713365897
462,balnearia,-31.0088,-62.6673,22.02,49,1,5.08,AR,1713365898
463,quang ngai,15.1167,108.8,25.33,86,64,0.68,VN,1713365898
464,sao joao da barra,-21.6403,-41.0511,29.05,77,64,5.64,BR,1713365899
465,nzerekore,7.7562,-8.8179,34.73,29,100,2.7,GN,1713365900
466,broome,42.2506,-75.833,16.5,52,20,5.14,US,1713365901
467,iwanai,42.9744,140.5089,10.24,99,100,0.76,JP,1713365902
468,luancheng,37.8792,114.6517,19.09,48,0,3.94,CN,1713365903
469,buka,40.8108,69.1986,18.6,49,1,2.0,UZ,1713365904
470,pyu,18.4833,96.4333,30.07,47,0,4.33,MM,1713365904
471,svetlyy,54.675,20.1347,6.31,78,100,4.7,RU,1713365905
472,watford city,47.8022,-103.2832,4.92,75,100,10.29,US,1713365906
473,terrace,54.5163,-128.6035,4.4,71,3,0.81,CA,1713365745
474,jiangkou,25.4872,119.1986,22.48,94,100,1.01,CN,1713365907
475,hepo,23.4308,115.8299,25.11,84,2,0.96,CN,1713365908
476,chertkovo,49.3847,40.1547,22.28,34,100,7.4,RU,1713365910
477,kruisfontein,-34.0033,24.7314,29.35,35,0,1.52,ZA,1713365910
478,burang,30.25,81.1667,0.65,66,64,2.61,CN,1713365911
479,kinablangan,7.6947,126.5503,25.15,85,86,0.63,PH,1713365912
480,kargat,55.1956,80.2811,7.43,81,25,4.18,RU,1713365912
481,codrington,-38.2667,141.9667,11.94,82,20,3.86,AU,1713365913
482,marka,1.7159,44.7717,29.53,81,38,7.54,SO,1713365915
483,rabo de peixe,37.8,-25.5833,17.77,99,75,5.14,PT,1713365916
484,banjarmasin,-3.3244,114.591,25.62,93,95,0.36,ID,1713365916
485,lamu,-2.2717,40.902,27.88,81,100,7.22,KE,1713365917
486,mercedes,-34.6515,-59.4307,21.59,63,0,7.68,AR,1713365807
487,duba,27.3513,35.6901,27.74,42,25,4.36,SA,1713365919
488,aripuana,-9.1667,-60.6333,28.24,87,93,1.19,BR,1713365919
489,woolgoolga,-30.1106,153.2007,19.93,93,65,2.34,AU,1713365773
490,amstetten,48.1229,14.8721,11.0,82,100,4.43,AT,1713365921
491,st ives,50.2086,-5.4875,10.59,66,20,8.75,GB,1713365922
492,laurel,39.0993,-76.8483,18.68,68,75,1.54,US,1713365922
493,anloga,5.7947,0.8973,29.98,72,100,5.12,GH,1713365923
494,goshaingaon,26.4379,89.9788,26.93,48,2,3.22,IN,1713365924
495,ahar,38.4774,47.0699,17.69,32,0,3.05,IR,1713365924
496,lianzhou,24.7811,112.3825,23.03,95,94,1.62,CN,1713365925
497,baijiantan,45.6333,85.1833,18.83,38,100,7.47,CN,1713365926
498,oak grove,45.4168,-122.6401,6.08,88,0,1.34,US,1713365927
499,argo,37.6333,22.7333,21.7,55,28,2.08,GR,1713365928
500,boca suno,-0.7167,-77.1333,24.77,69,84,1.03,EC,1713365929
501,sur,22.5667,59.5289,26.4,81,4,4.79,OM,1713365930
502,odesskoye,54.2111,72.9651,10.09,63,60,3.45,RU,1713365930
503,paracuru,-3.41,-39.0306,30.62,83,100,3.9,BR,1713365931
504,mersa matruh,31.3525,27.2453,27.11,39,0,6.17,EG,1713365677
505,shulan,44.4167,126.95,12.55,40,73,2.86,CN,1713365932
506,imperatriz,-5.5264,-47.4917,31.03,74,75,2.57,BR,1713365766
507,skanes,35.7833,10.8,23.01,56,40,5.14,TN,1713365934
508,motygino,58.1831,94.7592,-1.79,90,0,1.79,RU,1713365934
509,san antonio de pale,-1.4014,5.6325,27.29,79,100,1.85,GQ,1713365935
510,taro,-8.3862,115.28,23.0,100,94,0.2,ID,1713365937
511,bom jesus da lapa,-13.255,-43.4181,33.63,41,27,1.35,BR,1713365937
512,coquimbo,-29.9533,-71.3436,18.85,59,0,3.6,CL,1713365938
513,serov,59.6033,60.5787,6.62,80,96,2.59,RU,1713365939
514,puerto colombia,10.9878,-74.9547,30.05,76,78,7.46,CO,1713365940
515,along,28.1667,94.7667,15.85,94,100,0.78,IN,1713365940
516,bakanas,44.8081,76.2772,20.88,35,74,4.0,KZ,1713365942
517,al jawf,29.5,38.75,28.94,15,0,1.19,SA,1713365943
518,zaraza,9.3503,-65.3245,33.81,43,100,3.17,VE,1713365943
519,four corners,28.3329,-81.6474,26.66,67,98,2.24,US,1713365944
520,grand gaube,-20.0064,57.6608,25.22,69,74,1.34,MU,1713365945
521,ixtapa,20.7,-105.2,29.95,20,9,1.77,MX,1713365946
522,sidney,-33.8679,151.2073,18.17,88,100,4.12,AU,1713365672
523,hushitai,41.9322,123.5114,11.95,31,16,4.04,CN,1713365947
524,abepura,-2.6333,140.5833,24.45,100,40,1.03,ID,1713365948
525,colonia,50.9333,6.95,11.09,75,75,5.14,DE,1713365673
526,okha,53.5739,142.9478,2.36,97,99,3.13,RU,1713365949
527,bousso,10.4795,16.7117,44.14,11,84,1.97,TD,1713365950
528,nouadhibou,20.931,-17.0347,29.99,39,3,5.66,MR,1713365951
529,santiago de chuco,-8.15,-78.1833,17.33,56,31,2.12,PE,1713365951
530,plymouth,41.8334,-70.8328,15.43,57,20,1.61,US,1713365952
531,tuncurry,-32.1667,152.5,17.91,96,83,0.45,AU,1713365953
532,torrington,41.8007,-73.1212,15.63,51,100,2.24,US,1713365953
533,jumla,29.2747,82.1838,9.99,54,47,2.73,NP,1713365954
534,puerto escondido,15.85,-97.0667,29.82,53,4,2.79,MX,1713365955
535,inhambane,-23.865,35.3833,25.0,88,75,0.0,MZ,1713365956
536,emerald,-23.5333,148.1667,21.3,81,29,3.04,AU,1713365956
537,zomba,-15.386,35.3188,21.47,80,86,1.35,MW,1713365683
538,elista,46.3078,44.2558,24.29,50,4,5.0,RU,1713365958
539,saint-pierre,-21.3393,55.4781,24.82,61,0,10.8,RE,1713365958
540,berezovyy,51.6667,135.7,4.25,88,100,1.26,RU,1713365959
541,kone,-21.0595,164.8658,21.57,83,63,1.9,NC,1713365960
542,rengo,-34.4167,-70.8667,18.18,19,2,2.07,CL,1713365826
543,lusaka,-15.4067,28.2871,23.79,58,41,3.85,ZM,1713365665
544,shemordan,56.1856,50.3972,15.23,80,100,8.07,RU,1713365962
545,tongshan,34.1805,117.1571,14.06,58,0,2.72,CN,1713365963
546,kholmsk,47.0511,142.0569,8.63,80,100,2.47,RU,1713365964
547,khandyga,62.6667,135.6,-3.23,96,98,1.66,RU,1713365964
548,rouissat,31.9243,5.3502,30.04,25,0,2.57,DZ,1713365965
549,ormara,25.2088,64.6357,25.79,82,0,3.78,PK,1713365966
550,shenjiamen,29.9576,122.298,11.85,89,75,6.26,CN,1713365967
551,tqvarch'eli,42.8404,41.6801,24.97,44,12,0.95,GE,1713365967
552,mirnyy,62.5353,113.9611,-8.09,92,86,3.35,RU,1713365968
553,sacapulas,15.2867,-91.0872,24.8,50,70,1.07,GT,1713365969
554,ar rahad,12.7167,30.65,39.53,6,96,2.25,SD,1713365970
555,babolsar,36.7025,52.6576,22.18,73,0,1.03,IR,1713365972
556,cannonvale,-20.2833,148.7,24.66,78,25,5.24,AU,1713365972
557,buala,-8.145,159.5921,27.15,85,82,2.88,SB,1713365973
558,trinidad,-14.8333,-64.9,21.99,88,100,2.57,BO,1713365974
559,dombarovskiy,50.7587,59.5386,17.24,70,93,4.4,RU,1713365974
560,fada,9.5667,8.3,38.92,13,100,2.64,NG,1713365975
561,tromso,69.6496,18.957,1.01,55,40,4.63,NO,1713365978
562,udangudi,8.4333,78.0167,29.69,72,71,6.9,IN,1713365978
563,bojano,41.4857,14.4729,10.24,80,100,2.25,IT,1713365979
564,mermoz boabab,14.7065,-17.4758,41.31,42,0,7.2,SN,1713365980
565,mandalgovi,45.7625,106.2708,9.48,46,48,4.94,MN,1713365981
566,pulandian,39.3953,121.9669,14.83,29,0,1.51,CN,1713365981
567,bulolo,-7.2,146.65,22.66,99,100,0.05,PG,1713365982
568,simanggang,1.2472,111.4528,26.99,94,100,0.0,MY,1713365983
569,cabedelo,-6.9811,-34.8339,31.37,72,100,4.82,BR,1713365984
570,lovington,32.944,-103.3485,21.29,26,100,0.45,US,1713365985
